accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-958.6536,34.5752,362.5822,-28875.0117,-4007.5014,2590.0009
-970.1786,85.7367,300.2005,-25567.5097,-5582.5024,5145.0019
-964.2637,189.8891,239.6481,9520.0039,3412.5012,34265.0117
-1068.6600,396.6695,-112.6895,29408.7636,45963.7656,113933.7890
-1329.8337,729.3109,-24.1478,33521.2578,115185.0468,232548.8281
-1393.3740,833.7683,82.8097,37607.5117,124976.2968,286685.1250
-1010.3638,414.4145,-30.2457,41518.7656,129710.0390,286685.1250
-381.4247,123.5438,115.3116,-19372.5078,110057.5390,170371.3125
-113.9091,709.9195,176.8396,-57785.0195,31298.7617,30388.7597
-150.4966,1033.5360,-68.6016,-23843.7578,-12276.2548,-17106.2558
-949.7506,-17.3181,232.3306,-5722.5019,2047.5006,-6895.0024
-949.7506,-17.3181,232.3306,-5722.5019,2047.5006,-6895.0024
-964.2637,-46.7710,221.2324,2625.0007,6177.5019,-13037.5048
-960.9098,94.7007,276.6015,-5976.2519,-87.5000,-8557.5039
-971.3372,280.3822,151.8991,8207.5019,11130.0039,28463.7617
-1086.5877,721.9324,-209.8903,42796.2656,85837.5312,159363.8125
-1526.7353,656.5628,-279.8944,43732.5156,186943.8281,286685.1250
-1405.6917,568.3869,-39.0267,47031.2656,232548.8281,286685.1250
-692.7844,442.3429,-111.5309,32838.7617,211198.8281,277873.8750
-78.1753,492.5288,-68.4186,27125.0097,128406.2890,158488.8125
108.1771,413.0119,-297.2735,-5591.2519,21026.2578,28542.5097
-970.3616,-10.7933,197.9994,-6755.0024,-5503.7519,3587.5014
-962.3122,-25.5503,197.9994,-2021.2507,-4252.5014,3806.2514
-992.6189,-9.4518,193.1820,-18112.5078,-4156.2514,5302.5019
-987.1918,98.6643,264.8326,-3762.5017,4156.2514,12635.0048
-978.8987,553.9348,-91.2858,33451.2617,40075.0117,74681.2734
-1246.0483,636.9274,-212.8783,29128.7597,131731.2968,232505.0781
-1409.5944,625.8292,-178.7909,37388.7617,196157.5781,286685.1250
-1080.8557,742.9093,-189.0964,8067.5029,208958.8125,286685.1250
-475.5156,649.7940,-111.8358,4576.2514,174536.3125,266000.0937
-10.6104,534.6044,-216.2931,11252.5039,100135.0390,136727.5468
129.5807,659.5507,-5.1223,20046.2578,40757.5117,183.7501
-950.1775,-24.0258,384.8395,-9283.7529,-4375.0014,-11436.2548
-950.3604,17.0742,430.2080,-17456.2558,-6833.7529,-11331.2548
-928.2249,46.0393,216.5370,-1793.7507,-17097.5058,1478.7504
-909.6262,729.4938,-388.8642,20991.2578,61005.0234,105236.2890
-1622.3508,1068.9039,-412.1582,56446.2734,221821.3281,286685.1250
-1942.1864,639.3056,-175.5590,67506.2734,286685.1250,286685.1250
-938.9573,117.8727,198.1823,1006.2504,249025.0937,286685.1250
26.6479,315.1404,-160.4362,-2283.7507,158497.5625,122815.0468
-1001.7658,-37.6241,388.1934,-29653.7597,-6177.5019,3246.2512
-1000.2413,-71.9554,350.1424,-36837.5156,-6755.0024,4366.2514
-918.2244,54.5764,378.9246,-26.2500,-5827.5019,7612.5029
-890.6617,373.1315,126.5318,18681.2578,-3447.5012,67865.0234
-1229.9498,978.4718,-573.8750,13063.7548,116357.5312,234657.5781
-1815.7158,865.6604,-269.6499,83142.5312,258317.5781,286685.1250
-1360.0185,615.7067,88.6027,91271.2812,286632.5937,286685.1250
-387.3397,254.8320,16.4644,29023.7597,212765.0781,243171.3593
72.3213,474.4789,7.8053,-20536.2578,111658.7890,76116.2812
-943.0429,-76.6508,353.3743,-39270.0156,-1697.5006,-1671.2507
-943.0429,-76.6508,353.3743,-39270.0156,-1697.5006,-1671.2507
-945.5431,104.4573,265.3204,-16021.2558,-4593.7519,25261.2597
-1008.5345,687.6011,-450.6361,52823.7695,65257.5234,119945.0390
-1639.6688,768.6425,-37.8071,60567.5234,212161.3281,281452.6250
-1679.2442,743.3970,-116.7751,42428.7656,245157.5937,286685.1250
-990.4237,376.8513,-104.6403,21017.5097,232645.0781,286685.1250
-143.6669,367.4605,131.1052,-14402.5058,149117.5468,171185.0625
181.7789,651.3185,-197.3896,-8933.7529,63175.0195,43102.5156
131.4711,753.8245,-316.6649,-10946.2539,-6991.2529,-20387.5078
-951.4580,-35.3069,331.2388,-12722.5048,2397.5007,-2467.5009
-965.9100,-35.9167,331.2388,-18200.0078,2161.2509,-1662.5006
-1007.3148,55.4301,375.8756,-16905.0058,-9913.7539,16318.7558
-931.0909,458.0145,-220.9885,51940.0195,38001.2656,71058.7734
-1458.0729,986.8259,-214.2198,41107.5156,173827.5625,263462.5937
-1696.9283,669.0634,-249.7097,35691.2617,235996.3437,286685.1250
-1216.2294,594.8518,10.9763,18681.2578,222451.3281,286685.1250
-305.7496,283.9190,27.1967,6711.2524,186462.5625,219800.0781
139.5813,554.3007,-253.9782,22006.2578,110547.5390,78207.5312
238.6725,693.2112,140.8009,-18296.2558,3412.5012,-18278.7558
-914.9314,-24.5746,321.4212,-17850.0058,-12801.2558,-15793.7548
-873.5266,43.2342,383.8029,-19836.2578,-12372.5048,-14218.7548
-956.0924,232.7575,50.1249,16222.5058,-5468.7519,28945.0097
-1110.7355,546.3125,-348.7399,48466.2695,109480.0468,140411.3125
-1556.2493,692.7844,-42.9903,57793.7695,231612.5937,270707.5937
-1517.7105,682.8447,-194.8894,27588.7597,251615.1093,286685.1250
-991.2775,454.7827,-354.8378,8522.5029,232916.3437,286685.1250
-209.7683,374.7170,136.5933,9126.2539,194530.0781,179488.8125
170.3148,500.5780,-376.6683,3080.0009,69440.0234,49822.5195
-871.3314,50.1859,291.9073,-48475.0195,-12241.2548,-17053.7558
-871.3314,50.1859,291.9073,-51065.0195,-12495.0039,-17053.7558
-931.4568,395.5719,68.1747,840.0003,-717.5003,63183.7656
-1069.6356,446.0017,-249.5268,67838.7734,102593.7890,152022.5625
-1502.4047,702.6019,-78.9680,43750.0156,218601.3281,267373.8437
-1525.5157,798.2783,-242.8191,22802.5078,240126.3437,286685.1250
-1085.4293,615.5238,-218.3054,14726.2548,226458.8281,286685.1250
-161.2899,273.0038,41.2219,-24368.7578,145223.8125,186305.0781
215.9882,439.9647,-77.1996,8592.5019,39418.7656,24395.0097
-874.2583,16.8303,342.3371,-30537.5097,-11410.0039,-11532.5039
-869.3192,53.9056,344.5323,-32602.5097,-11445.0039,-7376.2529
-932.7984,355.9964,135.7396,29916.2636,-1846.2506,45438.7656
-1123.2363,502.5903,-379.1685,59753.7695,101080.0390,177467.5625
-1502.7097,704.0045,-30.9164,61608.7734,216833.8281,267076.3437
-1406.6065,744.4337,-33.3556,31500.0117,213307.5781,286685.1250
-861.6356,532.2872,-112.8724,2633.7509,168542.5625,286685.1250
-215.8053,371.5461,-101.3474,-10377.5039,115456.2890,167798.8125
80.0047,643.8181,-316.0551,12372.5048,59710.0195,30012.5117
-974.8130,13.8423,342.9468,-6466.2524,-10526.2539,-2870.0009
-974.8130,13.8423,342.9468,-6466.2524,-10526.2539,-2870.0009
-1005.9734,31.5262,314.7135,-12993.7548,-6588.7519,-2213.7507
-951.6410,80.7364,422.5247,-38272.5156,271.2501,1706.2506
-980.6671,168.7903,114.5799,10176.2539,3045.0009,18077.5078
-1037.9874,454.9656,-245.9290,-34028.7578,76466.2812,77297.5234
-1303.6126,793.8878,-388.3153,-19442.5058,213911.3281,222818.8281
-1565.8231,724.7984,-119.1533,25086.2597,283123.8437,286685.1250
-830.1704,338.6783,-30.9774,22338.7578,253680.0937,283605.0937
-91.5297,446.9773,33.3556,-21682.5058,161035.0468,138880.0468
48.2955,553.4470,-358.9234,13352.5048,18506.2578,23633.7597
-962.0073,-43.6001,303.0055,-17106.2558,-3526.2514,4646.2519
-962.0073,-43.6001,290.3218,-17106.2558,-3526.2514,4646.2519
-911.6995,155.0090,120.4339,-10333.7539,4996.2519,20177.5078
-986.9479,387.0958,-36.7704,14848.7548,65686.2734,106653.7890
-1332.8825,691.4429,-181.1081,13273.7548,152687.5625,239802.5937
-1477.5252,687.3572,-266.1131,33783.7656,204872.5781,286685.1250
-901.7600,602.5352,-315.6282,45727.5156,215670.0781,286413.8437
-309.1034,479.2353,-29.6969,23353.7597,180241.3125,181895.0468
47.7467,489.0530,-47.8687,-27615.0097,46760.0195,51765.0195
-61.6499,635.9518,-134.7640,-15776.2558,-51065.0195,-54293.7695
-980.0573,-27.5016,279.3456,-14210.0058,-5363.7519,-1093.7503
-964.6904,2.0123,296.0539,-16030.0058,-6028.7519,-2485.0009
-987.6796,50.0029,247.9413,-15548.7558,-11025.0039,4436.2519
-897.9793,344.6543,-47.3808,18768.7578,36776.2617,61573.7734
-1203.0579,793.8878,-166.2292,-612.5003,118816.2968,183776.3281
-1423.0097,673.6978,-161.1679,31377.5117,183505.0625,286685.1250
-1120.2482,526.3112,-131.5930,24482.5097,195807.5781,286685.1250
-446.6724,394.9011,-151.4113,122.5000,167081.3125,221690.0937
-20.0012,583.3878,28.5992,-20151.2578,98306.2890,76457.5312
37.1973,825.3531,-277.0893,-21770.0058,15330.0048,-17928.7558
-119.2143,769.8011,-138.9715,-4182.5014,-60856.2773,-74935.0234
-353.3133,757.8492,-192.2673,38298.7617,-121135.0468,-145136.2968
-989.3870,49.0882,345.5690,-34553.7617,-2931.2509,1260.0004
-993.1677,58.3571,345.5690,-39716.2617,-5040.0019,2878.7509
-947.6774,225.9888,136.4104,-35892.5156,-6886.2524,44677.5156
-991.7044,623.8170,-284.1020,42568.7656,64382.5273,181807.5625
-1386.7882,820.5967,-35.3679,44371.2656,151576.3125,286597.5937
-1320.1380,776.3869,-77.1387,37388.7617,172698.8125,286685.1250
-747.7876,477.1621,-102.2011,27291.2597,173118.8125,286685.1250
-107.5063,360.8138,66.3453,-16773.7578,121003.7968,152241.3125
127.6904,761.5079,-7.6224,-53847.5195,38412.5156,18095.0058
85.7367,913.5289,-143.8498,11418.7548,-21778.7578,-59946.2695
-171.0466,809.8034,-244.4655,31141.2617,-75652.5312,-117092.5468
-453.3801,759.0687,-20.9159,-44983.7695,-111361.2890,-171517.5625
-956.2144,46.3442,354.2280,-18471.2558,-9178.7529,-78.7500
-924.5662,70.0041,348.4350,-26626.2597,-11410.0039,2135.0007
-970.4226,374.5341,9.2079,-15233.7558,2441.2507,51808.7695
-1058.7203,642.6595,-177.8153,54346.2695,78303.7734,178062.5625
-1405.2038,802.9737,-21.8915,42997.5156,151585.0468,286685.1250
-1212.0220,747.2387,25.3064,21341.2558,158567.5625,286685.1250
-624.1218,440.7575,-213.8540,7393.7534,134163.7968,286457.6250
-86.8343,566.3136,82.7487,-18016.2558,100485.0390,171421.3125
122.8730,756.9344,-16.7693,-16721.2558,44948.7656,64548.7734
75.4922,888.7714,-192.7552,-5145.0019,-5941.2519,-1618.7506
-944.2014,-55.2471,414.1705,-25480.0097,-3080.0009,12468.7548
-931.0300,-29.2700,424.9639,-25480.0097,-3080.0009,13203.7548
-921.2733,160.4972,378.7416,-14201.2548,-28201.2578,36741.2656
-921.2125,489.1139,-204.8900,44397.5156,-201.2501,130970.0468
-1308.1252,857.6110,74.7605,61460.0195,119280.0390,265396.3750
-1484.6597,873.6486,167.2658,81068.7812,157263.8125,286685.1250
-1039.6949,718.7615,122.0803,73710.0312,176443.8281,286685.1250
-315.9331,453.5631,120.4948,42227.5156,151445.0468,257495.1093
133.9103,421.7319,100.0058,-8513.7539,66640.0234,91122.5390
173.9736,721.5056,6.1589,-55440.0195,-11191.2539,-24552.5097
47.1369,880.2954,-154.5822,17648.7578,-45263.7656,-95803.7812
