accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-692.7234,1022.9257,1199.3383,-48448.7695,-286685.1250,225723.8281
-357.8258,647.5988,819.1333,-66666.2734,-155793.7968,99820.0312
-357.8258,647.5988,819.1333,-66666.2734,-155793.7968,99820.0312
-1127.0169,766.5692,1368.7385,61608.7734,-286685.1250,227815.0937
-1444.7795,658.8190,1746.0167,80290.0312,-286685.1250,286685.1250
-793.0951,363.7407,1095.4298,-56131.2695,-286685.1250,233931.3281
-15.0009,329.6534,101.2864,-92120.0312,-221252.5781,37922.5156
306.7862,635.4029,1265.7446,108141.2890,32436.2636,-27072.5097
-212.8173,-201.7191,184.4620,-63122.5195,-46707.5195,-87605.0390
-212.8173,-201.7191,184.4620,-63122.5195,-46707.5195,-87605.0390
-222.3301,295.8100,250.3805,-1662.5006,-166398.8125,-6457.5024
-762.2396,287.2729,679.1250,88742.5312,-286685.1250,149983.7968
-1126.4682,536.3728,1190.7402,103451.2890,-286685.1250,252122.5937
-1012.7421,310.3230,1694.3062,49761.2656,-286685.1250,286125.0937
-581.1925,67.2600,1035.3041,-85085.0390,-286685.1250,163808.7968
-86.2246,104.5183,572.5335,20195.0078,-68267.5234,21910.0078
-205.9267,492.7727,1284.4652,93948.7812,130418.7968,-29916.2636
-215.2565,-147.8745,-244.9533,-121773.7968,37843.7617,-35813.7656
-57.6253,-130.3125,-246.3558,-107345.0390,32637.5117,-31412.5097
216.3541,355.9354,593.6322,-3885.0009,-114555.0468,73552.5234
-656.8676,552.2274,822.7310,6746.2519,-286685.1250,202107.5781
-1497.0386,970.1177,1409.9604,-32252.5097,-286685.1250,253566.3281
-1346.7250,695.1016,1183.8497,-51686.2656,-286685.1250,268730.0937
-457.2828,425.6346,525.5185,-163668.8125,-286685.1250,151891.3125
-4.1466,320.2016,981.8256,114598.7890,-35140.0156,10876.2539
-621.7436,110.4943,-143.5449,-33171.2578,169041.3125,-67996.2734
-529.4212,99.8839,-191.4746,-18926.2558,165655.0625,-66596.2734
81.1633,129.7637,36.6485,-36006.2656,84393.7890,-24333.7578
140.6180,350.9351,402.7064,11620.0039,-56875.0195,57181.2734
-343.1908,553.5079,632.6589,-31430.0117,-237212.5781,156091.2968
-1155.8601,1076.8922,930.9080,-52508.7695,-286685.1250,237448.8593
-1338.4929,1198.3016,1105.5523,10027.5039,-286685.1250,286685.1250
-748.6414,690.4672,778.5821,-86205.0312,-286685.1250,225137.5781
-182.5107,127.2026,-60.1255,-85548.7812,23135.0078,3237.5012
-144.5206,183.7302,66.5283,-78207.5312,11165.0048,11418.7548
-61.1621,378.3148,563.8744,-2957.5009,-110337.5390,87132.5312
-770.4718,627.9635,1118.9068,80710.0312,-286685.1250,214795.0781
-1338.7366,796.8758,1432.5836,47941.2695,-286685.1250,286518.8437
-1146.8352,517.4692,1313.2475,-43662.5156,-286685.1250,278328.8437
-366.7287,703.6997,267.6376,-37065.0156,-190487.5781,105568.7890
-314.6525,683.3325,1535.8823,50041.2695,72213.7734,-1557.5006
-509.9078,-265.6253,-23.2331,-34790.0117,-36023.7617,-17788.7558
-509.9078,-265.6253,-23.2331,-34790.0117,-36023.7617,-17788.7558
-259.8932,8.5981,73.7848,-81322.5312,-141715.0468,37878.7656
-379.1075,-7.6224,579.5460,21420.0078,-224910.0781,91463.7890
-848.1594,382.0345,941.8842,40775.0156,-286685.1250,145923.8125
-1341.1148,443.3795,1881.2683,111501.2968,-286685.1250,249943.8437
-1082.6241,140.6180,1268.0007,53313.7734,-286685.1250,259096.3281
-258.3688,660.6484,532.4091,226983.8281,-86257.5312,150788.8125
-9.6347,388.0105,-87.5661,13527.5048,-14350.0058,101736.2890
-19.6963,419.7806,86.2855,13527.5048,-28481.2617,112656.2890
-260.5030,403.9260,277.3943,-45412.5156,-160597.5625,170668.8125
-760.4713,972.6788,874.5633,24753.7597,-286685.1250,227666.3281
-1147.5061,1487.1599,1073.8431,64627.5195,-286685.1250,286685.1250
-477.5279,952.8605,842.2442,-39086.2656,-286685.1250,286685.1250
-189.9501,1181.7153,665.7706,-102961.2890,-271556.3437,147288.7968
-164.0340,938.8353,788.2777,-66622.5234,-18725.0058,1960.0007
-217.2688,8.3541,-76.3459,-101981.2812,9152.5029,-37878.7656
-108.6649,22.9282,-125.7390,-107135.0390,-2983.7509,-31605.0117
-34.5752,203.8534,-51.7103,-68328.7734,-97160.0312,17386.2558
-234.4649,434.4766,583.2048,98910.0312,-230256.3281,106207.5312
-900.1746,687.1743,1019.2058,124635.0468,-286685.1250,218793.8437
-1276.4160,979.3255,1777.0551,63883.7734,-286685.1250,286685.1250
-730.8354,500.7000,1081.5876,-43715.0156,-286685.1250,282572.5937
-625.5853,-115.1897,270.9305,25838.7578,104842.5390,5355.0019
-578.9973,-163.3022,277.0893,9625.0039,93782.5312,8295.0019
-144.2767,-36.2216,62.5646,-28498.7597,11296.2539,21901.2597
444.8430,134.0932,641.6838,26836.2597,-151200.0468,52115.0195
33.1117,361.9724,1279.1600,67418.7812,-286685.1250,105813.7890
-1352.2740,751.8732,1895.7816,38036.2656,-286685.1250,216448.8281
-759.3126,375.9366,1372.5802,-79082.5312,-286685.1250,189901.3281
-29.4529,343.5567,1335.8096,87710.0312,-241150.0781,93625.0312
-44.2099,133.6663,1883.5854,5057.5014,-62562.5273,20492.5078
45.7954,320.9944,1251.5364,-68180.0234,44161.2656,-38491.2617
-643.6351,149.7648,-58.2351,-36225.0156,99347.5390,31648.7617
-643.6351,149.7648,-58.2351,-36225.0156,99347.5390,31648.7617
202.9996,145.0695,119.4582,-28875.0117,30896.2597,36155.0156
573.0213,424.4760,731.2012,4340.0014,-189297.5625,95541.2890
-613.0236,888.1007,1547.7122,-64426.2734,-286685.1250,188020.0625
-1399.4110,1315.4426,1761.6882,-88453.7812,-286685.1250,224148.8281
-498.1999,791.7536,930.6640,-17220.0058,-286685.1250,140087.5468
-79.5168,547.7149,1103.4790,24342.5097,-168612.5625,79642.5312
58.8449,498.8706,1154.3356,-36330.0156,11733.7548,-1618.7506
-518.4449,-159.5215,318.4942,-80298.7812,66937.5234,-115062.5468
-441.0014,-124.3975,312.1524,-75425.0312,63866.2734,-114555.0468
-88.3588,-123.7877,265.0765,-83711.2812,17333.7558,-90781.2812
296.7247,59.0278,547.4710,-8697.5029,-112437.5390,-22750.0097
-168.9733,640.1593,1164.8240,14288.7548,-286300.0937,80246.2812
-1161.7751,791.5097,1997.9213,149616.3125,-286685.1250,231603.8437
-1265.8056,176.2908,1547.1024,63236.2695,-286685.1250,286632.5937
-335.1416,-147.7525,870.0508,92373.7890,-210157.5625,137672.5468
-12.8666,287.6387,1347.7006,46943.7656,9222.5029,-2205.0007
-29.0871,25.0624,8.1102,-107948.7890,112481.2890,-84113.7812
42.3195,47.8077,-61.9548,-86100.0312,102672.5312,-73657.5312
367.1556,358.1307,526.8600,-90308.7890,-26705.0097,21350.0078
-295.1392,347.1545,834.9877,31053.7597,-274163.8437,151795.0625
-1486.9161,564.3012,1486.9161,8260.0039,-286685.1250,217647.5781
-1347.3348,591.4980,1435.8765,1190.0004,-286685.1250,218251.3281
-552.5323,436.1230,977.6790,-131188.7968,-286685.1250,144970.0468
183.9132,355.6306,934.4449,-19722.5078,-246330.0937,73815.0312
216.7809,333.4341,1078.0507,66771.2812,-48448.7695,41072.5156
75.8581,34.6362,33.8434,-52561.2695,198117.5781,-80228.7812
202.4508,21.5866,-3.1099,-56533.7695,188081.3125,-79065.0312
826.8775,334.2879,641.7448,-29916.2636,71942.5312,-36758.7617
56.2838,813.1572,1236.5965,-11462.5048,-206885.0781,96617.5390
-1463.8050,734.5551,1434.1691,-10246.2539,-286685.1250,185640.0781
-1851.3276,1122.9315,1478.6229,-23677.5078,-286685.1250,180495.0625
-1128.9683,586.4976,1174.8856,-162758.8125,-286685.1250,128126.2968
-111.6529,511.3713,631.3174,-76107.5312,-163257.5625,30406.2578
16.3424,361.4845,1208.7290,-1855.0006,32138.7597,-20405.0078
-22.0745,504.7856,1185.0081,-20650.0078,86082.5312,-53996.2734
-331.7267,-74.2726,60.1864,-62851.2734,187792.5625,-100047.5390
-331.7267,-74.2726,60.1864,-62851.2734,187792.5625,-100047.5390
526.6771,477.8328,304.0422,-90046.2812,62282.5234,-10972.5039
-173.3638,374.7170,1141.1641,53121.2695,-233318.8281,148548.7968
-1420.0219,519.6644,1599.1787,60200.0273,-286685.1250,209790.0781
-1696.5014,614.2432,1395.1424,27851.2597,-286685.1250,239732.5937
-711.9318,11.9519,1123.3583,-224472.5781,-286685.1250,132886.2968
-2.8660,378.6806,285.1386,-36303.7617,-211513.8281,-32261.2597
-208.1829,-83.9073,11.5860,-89897.5312,67418.7812,-96871.2890
-108.1771,53.2958,27.9285,-58782.5234,62037.5234,-90247.5312
523.2013,306.5423,53.7226,-110188.7890,-41956.2656,-4060.0012
256.4784,611.3162,839.3173,102357.5312,-229468.8437,138372.5468
-1191.1062,787.4240,1742.2358,122080.0468,-286685.1250,286195.0937
-1778.3964,610.6455,1997.9213,113995.0390,-286685.1250,286685.1250
-955.3606,257.8199,1285.6237,-11515.0039,-286685.1250,245498.8437
-158.7898,46.0393,1047.3172,17517.5058,-148618.7968,61713.7734
-9.5737,496.3095,1233.9744,-8478.7529,56848.7734,-26565.0097
-653.5747,-11.4031,-55.3691,-46051.2656,-17360.0058,-5188.7519
-539.3608,65.7965,53.7226,-71470.0234,-21586.2578,-3377.5012
4.6954,328.2509,236.2333,-21306.2578,-83842.5312,28315.0097
-37.6241,289.1632,980.0573,45972.5156,-282983.8437,111020.0390
-993.6555,743.3970,1514.1738,31893.7617,-286685.1250,174177.5625
-1090.0635,677.7225,1950.6624,19810.0078,-286685.1250,228235.0781
-613.3285,516.7985,1378.4952,-26066.2597,-286685.1250,174326.2968
-72.7481,108.9088,864.0140,63140.0195,-74086.2734,33460.0117
15.6107,465.9418,1568.8719,-18462.5058,96355.0390,-34588.7617
-746.8120,-127.6294,-196.4749,-32733.7617,-24902.5078,-1636.2504
-687.1133,-55.4910,-115.2506,-29933.7617,-26652.5117,-1925.0007
-353.1914,97.6277,-30.7945,-14848.7548,-66281.2734,22286.2578
95.1885,302.1518,378.4367,32926.2617,-166608.8125,85723.7734
-407.3409,596.4982,1143.1154,43277.5156,-286685.1250,171631.3125
-1284.4042,1075.6115,1997.9213,12232.5048,-286685.1250,264748.8437
-1002.3146,591.0711,1588.2025,-19967.5078,-286685.1250,265973.8437
-268.7962,419.5367,589.3027,68355.0234,-237457.5781,113050.0390
4.5734,430.2691,1223.2421,12267.5039,43828.7656,-10167.5039
-639.0618,15.3667,80.7974,-13833.7548,43137.5156,-29478.7597
-639.0618,15.3667,80.7974,-16030.0058,37773.7656,-26862.5097
-409.4751,32.9287,-227.4523,988.7504,14577.5058,-9021.2529
-186.1694,316.4819,347.4593,48833.7656,-88935.0390,75442.5234
-665.5877,460.1488,1141.3471,34711.2617,-268651.3437,172340.0625
-1426.9125,645.7084,1437.1571,7087.5024,-286685.1250,252525.0781
-1305.0152,560.7036,1172.8123,-44266.2656,-286685.1250,248876.3437
-259.3444,452.4654,199.8897,-75486.2812,-285923.8750,146685.0625
-586.1318,-31.0994,18.1108,-52202.5156,118921.3046,-99190.0312
-543.3245,-102.8719,-59.8815,-51345.0156,114187.5390,-94718.7812
-470.7592,129.3368,117.8118,-42761.2656,45395.0195,-33600.0117
-354.3500,82.3219,148.4843,13991.2548,-58861.2734,55133.7695
-518.5059,220.3177,572.4114,58117.5195,-177712.5625,130278.8046
-1107.6866,713.8222,1036.9508,53278.7656,-286685.1250,221410.0781
-1330.4434,682.6008,1326.4189,11987.5048,-286685.1250,286685.1250
-624.1828,257.1492,643.7571,-78548.7812,-286685.1250,216632.5937
-75.1873,456.6730,764.1909,14971.2558,-202081.3281,78566.2812
59.6986,430.2691,1478.8669,-7542.5029,-19293.7578,9178.7529
-313.5549,-121.6534,-250.4414,-74760.0234,14078.7548,-17788.7558
-228.1231,-91.4688,-248.5511,-74760.0234,14078.7548,-13938.7558
-9.5128,327.2142,84.7610,-13343.7548,-83247.5312,32305.0097
-482.4672,315.1404,850.7205,34203.7617,-276386.3437,145433.8125
-1184.3983,387.2177,1290.4411,40293.7656,-286685.1250,189551.3125
-1299.4660,634.9152,1669.4876,927.5003,-286685.1250,192456.3125
-917.4316,195.5602,1255.1342,-83160.0312,-286685.1250,163703.8125
-42.4415,379.4734,695.2235,-5057.5014,-207515.0781,48011.2695
-203.3045,57.8692,-19.5133,-69711.2734,49376.2695,-20282.5078
-91.4688,203.4875,74.8824,-69711.2734,49376.2695,-20282.5078
-50.0029,280.6262,362.6431,57828.7656,-90965.0312,59456.2734
-689.9183,109.0307,451.7947,34440.0117,-266096.3437,129263.8125
-1245.5604,465.9418,1251.0487,29697.5097,-286685.1250,165576.3125
-1168.8487,755.4710,1647.7182,61906.2773,-286685.1250,215083.8281
-823.9505,-114.3969,1396.6059,-139448.7968,-286685.1250,190408.8125
