accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-1017.8033,-55.7959,45.0026,-87.5000,227.5001,-778.7503
-1018.6571,-50.7956,43.6001,-96.2500,1032.5004,-262.5001
-1019.8767,-53.1738,42.1976,-78.7500,-586.2503,-1461.2506
-1017.1326,-53.6007,45.0636,-113.7500,-245.0001,-1365.0004
-1019.2058,-54.3324,45.7954,-113.7500,-332.5001,-1251.2504
-1017.7424,-52.3201,46.1612,-105.0000,201.2501,-770.0003
-1018.7180,-51.0396,43.6001,-87.5000,-253.7501,-1303.7504
-1018.5350,-53.7226,45.4295,-96.2500,-148.7501,-1260.0004
-1017.9253,-50.7956,42.8074,-52.5000,385.0001,-551.2502
-1019.5717,-53.3568,42.4415,-78.7500,-892.5004,-1697.5006
-1017.4985,-57.3814,47.3808,-105.0000,43.7500,-1268.7504
-1019.6327,-52.0762,43.9660,-78.7500,647.5003,-455.0002
-1021.2791,-49.6980,41.5878,-113.7500,-726.2503,-1636.2504
-1018.1082,-54.9422,47.6247,-61.2500,-2301.2507,-3193.7512
-1017.1936,-58.4180,49.3321,-122.5000,-315.0001,-1006.2504
-1020.3036,-52.4421,43.6001,-166.2501,1443.7506,166.2501
-1018.5961,-51.6494,44.5148,-43.7500,-577.5002,-1338.7504
-1015.2422,-57.2594,48.2345,-122.5000,-105.0000,-988.7504
-1018.0473,-53.9666,46.2832,-131.2500,463.7502,-638.7503
-1019.0839,-53.7226,46.3442,-122.5000,1163.7504,87.5000
-1019.8157,-48.6614,40.4902,-96.2500,105.0000,-717.5003
-1018.3521,-54.4544,44.0879,-87.5000,-1548.7506,-2467.5009
-1019.6937,-56.3448,43.1123,-113.7500,420.0002,-997.5003
-1019.6327,-50.6127,42.5635,-157.5001,735.0003,-113.7500
-1016.9496,-56.5277,47.3198,-70.0000,-953.7504,-2012.5008
-1017.3155,-53.1738,45.4905,-61.2500,463.7502,-148.7501
-1019.8157,-48.6004,39.2096,-140.0001,1566.2506,-140.0001
-1016.9496,-53.2958,46.9540,-78.7500,-1277.5004,-2248.7509
-1017.6813,-50.1859,44.4538,-105.0000,1190.0004,183.7501
-1019.8157,-48.0516,38.2949,-52.5000,-1592.5006,-2318.7507
-1018.6571,-50.1249,44.0879,-113.7500,-971.2503,-1776.2507
-1017.3155,-53.6007,45.1856,-61.2500,26.2500,-1006.2504
-1018.4742,-53.3568,46.7100,-122.5000,936.2504,-52.5000
-1019.9985,-49.6370,39.8804,-78.7500,-70.0000,-761.2503
-1018.8400,-50.9786,42.8684,-105.0000,-507.5002,-1575.0006
-1018.2911,-53.8446,45.8563,-78.7500,-743.7503,-1706.2506
-1018.1693,-55.6740,45.7954,-78.7500,17.5000,-813.7503
-1018.8400,-52.1372,42.5635,-148.7501,1015.0003,-175.0001
-1018.2302,-52.1982,43.8440,-87.5000,-1111.2503,-1933.7508
-1018.5350,-53.6007,44.5758,-87.5000,210.0001,-647.5003
-1020.6083,-52.0152,42.2586,-105.0000,122.5000,-586.2503
-1017.4375,-51.2225,42.6854,-113.7500,-603.7502,-1811.2507
-1015.6691,-56.5887,50.6127,-78.7500,-603.7502,-1260.0004
-1019.7547,-53.1738,42.2586,-113.7500,1452.5004,236.2501
-1018.5961,-52.1372,43.6611,-87.5000,-831.2503,-1820.0006
-1018.7180,-53.4177,43.7221,-43.7500,-358.7501,-1251.2504
-1018.5350,-50.9786,43.8440,-70.0000,-271.2501,-1242.5004
-1016.9496,-56.5277,48.1735,-87.5000,192.5001,-1058.7504
-1019.5107,-49.9419,40.7951,-122.5000,1373.7504,411.2502
-1017.5594,-52.5640,44.8807,-61.2500,-778.7503,-1662.5006
-1019.4498,-50.6127,42.8074,-35.0000,17.5000,-953.7504
-1019.2669,-52.9909,44.0879,-105.0000,376.2501,-813.7503
-1019.9376,-50.4298,43.9050,-113.7500,446.2502,-735.0003
-1018.4132,-51.6494,42.8684,-87.5000,-726.2503,-1338.7504
-1021.2791,-49.4541,40.1853,-87.5000,332.5001,-708.7503
-1019.1448,-53.6617,43.6611,-105.0000,-166.2501,-1251.2504
-1018.4742,-49.8810,41.7098,-70.0000,-525.0002,-1286.2504
-1017.4375,-52.8689,43.5391,-131.2500,35.0000,-1128.7503
-1017.9253,-51.8323,43.7830,-78.7500,-463.7502,-1216.2504
-1018.5350,-52.8689,44.8197,-87.5000,-157.5001,-1041.2503
-1021.2182,-54.5764,41.4658,-148.7501,-525.0002,-1618.7506
-1017.3155,-54.3324,46.8320,-105.0000,-358.7501,-1303.7504
-1017.0106,-54.2715,44.6977,-105.0000,813.7503,-218.7501
-1019.2669,-49.6980,39.9414,-113.7500,-35.0000,-1006.2504
-1019.2669,-51.2835,44.2709,-105.0000,-603.7502,-1365.0004
-1018.5350,-52.0762,45.3075,-113.7500,586.2503,-516.2503
-1018.2302,-49.7590,42.6244,-96.2500,-971.2503,-1767.5006
-1021.8279,-51.7103,38.4779,-113.7500,603.7502,-367.5001
-1020.5474,-52.9909,39.6365,-96.2500,-568.7503,-1688.7506
-1017.3765,-52.3811,47.3808,-87.5000,-210.0001,-997.5003
-1019.7547,-50.8566,41.5878,-70.0000,113.7500,-787.5003
-1015.9739,-55.0032,46.7710,-87.5000,-638.7503,-1715.0006
-1019.9985,-51.5274,42.1976,-131.2500,-70.0000,-1102.5003
-1019.1448,-53.2348,42.8074,-78.7500,-332.5001,-962.5004
-1017.3155,-53.8446,46.7100,-113.7500,87.5000,-918.7503
-1019.8157,-50.3078,41.9537,-140.0001,87.5000,-778.7503
-1019.3888,-52.6860,43.5391,-113.7500,455.0002,-735.0003
-1019.6327,-50.1859,42.3195,-131.2500,-551.2502,-1470.0004
-1015.1812,-53.6007,47.6857,-140.0001,341.2501,-647.5003
-1022.0109,-48.4175,39.8804,-140.0001,-17.5000,-1058.7504
-1017.8643,-52.9299,44.4538,-113.7500,201.2501,-936.2504
-1016.5838,-53.9666,46.9540,-96.2500,-673.7503,-1478.7504
-1020.7304,-50.6127,40.4292,-78.7500,70.0000,-883.7503
-1017.3155,-53.6007,46.4661,-105.0000,-402.5001,-1496.2504
-1018.9010,-50.9786,42.8684,-122.5000,-210.0001,-1198.7503
-1015.6691,-55.3691,48.0516,-87.5000,-595.0003,-1251.2504
-1019.7547,-51.0396,41.2829,-131.2500,665.0003,-551.2502
-1019.3278,-48.9663,45.0636,-78.7500,-367.5001,-1338.7504
-1019.3888,-53.6617,42.1366,-105.0000,323.7501,-927.5003
-1019.3278,-50.3078,43.5391,-78.7500,-962.5004,-1828.7507
-1018.2302,-58.4180,47.1979,-113.7500,980.0004,-17.5000
-1019.5107,-53.4787,41.8927,-43.7500,498.7502,-656.2502
-1018.7789,-51.8323,42.8074,-87.5000,-831.2503,-1548.7506
-1017.3155,-51.4054,46.5271,-78.7500,-148.7501,-1391.2504
-1019.2669,-52.5031,43.1733,-78.7500,-288.7501,-1128.7503
-1018.4132,-54.3934,44.3928,-105.0000,630.0003,-551.2502
-1017.9253,-49.2712,43.3562,-96.2500,-157.5001,-1137.5004
-1018.0473,-50.4907,43.9660,-78.7500,-962.5004,-1750.0006
-1015.7911,-53.8446,47.1369,-70.0000,-560.0003,-1540.0004
-1019.3278,-49.6370,41.2219,-113.7500,350.0001,-866.2503
-1016.2180,-55.7350,47.6247,-61.2500,-1102.5003,-1767.5006
-1016.7058,-55.0642,47.4418,-87.5000,-227.5001,-1146.2504
-1017.8033,-54.8203,44.4538,-122.5000,437.5002,-595.0003
-1020.6694,-52.6250,42.9903,-113.7500,-393.7502,-1417.5004
-1018.3521,-52.3201,44.9416,-113.7500,411.2502,-420.0002
-1019.0839,-50.9176,41.2829,-148.7501,402.5001,-665.0003
-1019.8157,-54.4544,44.2099,-96.2500,-568.7503,-1680.0006
-1018.0473,-51.0396,45.7344,-122.5000,-472.5002,-1260.0004
-1017.5594,-52.0762,45.2465,-113.7500,253.7501,-621.2503
-1018.3521,-55.0642,45.3685,-78.7500,297.5001,-735.0003
-1021.5840,-49.4541,40.2463,-122.5000,962.5004,-446.2502
-1017.2545,-54.6373,46.8930,-52.5000,-2187.5007,-2756.2509
-1016.8277,-54.2715,45.6734,-113.7500,183.7501,-726.2503
-1021.7060,-51.7713,40.7951,-113.7500,1478.7504,175.0001
-1020.2425,-49.2712,41.8927,-122.5000,-787.5003,-1548.7506
-1018.1082,-54.2105,44.6977,-175.0001,78.7500,-1023.7503
-1020.1816,-50.0029,42.6854,-70.0000,-673.7503,-1688.7506
-1018.8400,-51.5274,44.0879,-105.0000,428.7502,-306.2501
-1019.5107,-52.3201,42.3195,-122.5000,962.5004,-297.5001
-1019.8767,-52.0152,43.2342,-105.0000,-700.0003,-1417.5004
-1019.3278,-51.6494,42.8684,-78.7500,-647.5003,-1820.0006
-1017.0716,-58.2351,48.6004,-70.0000,-1548.7506,-2065.0009
-1016.3399,-54.6373,51.0396,-140.0001,1977.5008,883.7503
-1021.2791,-46.7710,37.0144,-87.5000,1041.2503,-35.0000
-1018.6571,-54.1495,46.0393,-105.0000,-682.5003,-1540.0004
-1018.9619,-52.4421,44.0270,-105.0000,-822.5003,-1811.2507
-1017.7424,-54.7593,48.7833,-70.0000,-490.0002,-1408.7504
-1018.1693,-50.7956,43.7221,-113.7500,1802.5006,726.2503
-1018.2911,-54.1495,46.1003,-52.5000,-1741.2506,-2415.0007
-1019.9985,-48.1126,43.5391,-122.5000,-210.0001,-1242.5004
-1018.2911,-53.4787,45.9783,-70.0000,-743.7503,-1251.2504
-1017.7424,-53.9056,45.9783,-131.2500,1592.5006,26.2500
-1019.8157,-48.4175,41.0390,-26.2500,-743.7503,-1487.5006
-1020.1816,-53.7836,44.2099,-122.5000,122.5000,-1111.2503
-1018.2911,-49.8200,42.1976,-157.5001,945.0004,-17.5000
-1019.0230,-51.1615,42.1976,-122.5000,131.2500,-1137.5004
-1017.0716,-52.1372,42.6854,-105.0000,-218.7501,-1120.0004
-1018.7180,-50.6737,44.3928,-131.2500,-157.5001,-1207.5003
-1018.7180,-51.0396,44.3319,-87.5000,-17.5000,-936.2504
-1019.2058,-51.2835,42.6854,-113.7500,-236.2501,-1268.7504
-1018.5350,-53.5397,44.9416,-105.0000,-192.5001,-1155.0003
-1018.1693,-50.1249,43.0513,-70.0000,376.2501,-770.0003
-1018.3521,-51.1615,42.5635,-70.0000,-455.0002,-1338.7504
-1018.4742,-51.2835,43.1123,-70.0000,166.2501,-918.7503
-1018.7789,-54.1495,44.6368,-52.5000,-778.7503,-1767.5006
-1018.7180,-54.6983,44.9416,-87.5000,17.5000,-927.5003
-1017.8033,-51.2835,42.5025,-113.7500,1172.5004,-96.2500
-1019.2058,-52.4421,44.5758,-70.0000,-1452.5004,-1951.2506
-1017.1936,-52.4421,41.6488,-131.2500,778.7503,-393.7502
-1016.7667,-52.6250,46.4661,-52.5000,-560.0003,-1478.7504
-1021.0963,-48.3565,39.8194,-52.5000,-183.7501,-980.0004
-1019.7547,-54.8813,44.2709,-61.2500,236.2501,-647.5003
-1019.3888,-48.2345,40.8560,-78.7500,393.7502,-918.7503
-1017.3155,-51.9542,44.3319,-78.7500,-1023.7503,-1732.5006
-1020.8522,-48.7224,39.3316,-96.2500,586.2503,-586.2503
-1017.6205,-53.9056,46.1612,-70.0000,-568.7503,-1356.2504
-1019.6327,-50.4907,38.7828,-96.2500,332.5001,-936.2504
-1017.3765,-52.3201,45.7954,-61.2500,-297.5001,-1373.7504
-1017.8643,-51.4664,44.0879,-43.7500,-507.5002,-1286.2504
-1018.5961,-52.1982,43.7830,-78.7500,61.2500,-1023.7503
-1018.4132,-51.4664,42.1976,-70.0000,35.0000,-927.5003
-1017.8033,-51.2835,43.1733,-96.2500,192.5001,-910.0003
-1019.7547,-50.4907,41.4049,-131.2500,122.5000,-883.7503
-1018.1693,-52.6250,43.7221,-43.7500,-927.5003,-1540.0004
-1018.6571,-50.6737,42.5635,-96.2500,-385.0001,-1618.7506
-1018.9010,-54.2105,46.4661,-105.0000,-953.7504,-1951.2506
-1019.0839,-52.1982,43.7830,-78.7500,1321.2504,446.2502
-1023.1696,-48.4175,36.2216,-113.7500,52.5000,-1190.0004
-1017.0106,-55.7959,47.9906,-61.2500,-385.0001,-1391.2504
-1021.7060,-49.6980,38.2949,-96.2500,525.0002,-630.0003
-1017.8643,-50.3688,43.2952,-61.2500,-183.7501,-1435.0004
-1018.9010,-50.1249,40.3072,-78.7500,-262.5001,-1032.5004
-1017.6813,-53.2348,45.4295,-131.2500,-148.7501,-1277.5004
-1018.4742,-52.6250,43.5391,-96.2500,-227.5001,-857.5003
-1019.4498,-50.7956,42.3805,-122.5000,-192.5001,-1461.2506
-1016.2180,-53.6617,47.3808,-78.7500,-560.0003,-1391.2504
-1018.4132,-50.0029,43.8440,-131.2500,-61.2500,-735.0003
-1017.3765,-52.1982,44.6977,-87.5000,-770.0003,-1750.0006
-1019.5717,-52.6250,43.2342,-148.7501,323.7501,-787.5003
-1019.4498,-50.3078,41.9537,-105.0000,-148.7501,-936.2504
-1018.2911,-53.9666,45.3685,-61.2500,-1811.2507,-2703.7509
-1019.1448,-52.8689,43.9050,-131.2500,428.7502,-691.2503
-1018.2911,-52.6860,46.2832,-78.7500,490.0002,-420.0002
-1019.9376,-51.7713,43.4781,-131.2500,481.2502,-560.0003
-1018.5350,-53.1129,43.4781,-96.2500,-665.0003,-1671.2507
-1018.2911,-52.3201,45.2465,-105.0000,-525.0002,-1557.5006
-1018.1693,-53.2958,45.6124,-61.2500,-542.5002,-1303.7504
-1019.1448,-52.4421,45.1246,-96.2500,192.5001,-840.0003
-1018.5961,-53.1129,44.0879,-105.0000,-446.2502,-1260.0004
-1019.0839,-54.5764,45.9783,-96.2500,-227.5001,-1408.7504
-1017.5594,-53.8446,47.5638,-43.7500,87.5000,-647.5003
-1019.2058,-52.7470,42.3195,-148.7501,568.7503,-787.5003
-1018.4742,-55.1252,47.0759,-113.7500,-1102.5003,-1863.7506
-1019.5717,-54.3934,46.2222,-87.5000,-367.5001,-1286.2504
-1018.9010,-54.5764,47.3198,-105.0000,1470.0004,341.2501
-1022.1329,-46.8320,38.1120,-113.7500,201.2501,-840.0003
-1018.8400,-52.9299,44.6977,-78.7500,-1513.7506,-2345.0009
-1018.2911,-53.0519,43.6611,-131.2500,1303.7504,113.7500
-1019.1448,-48.6614,42.7464,-52.5000,-525.0002,-1093.7503
-1019.5717,-54.4544,44.1489,-70.0000,-358.7501,-1295.0004
-1018.2302,-54.4544,44.5758,-70.0000,-1347.5004,-2056.2507
-1017.1936,-55.5520,46.7710,-183.7501,-52.5000,-1382.5004
-1016.4617,-59.2108,50.6127,-70.0000,-367.5001,-1146.2504
-1017.3765,-50.4298,42.8074,-131.2500,2940.0009,1531.2504
-1020.6694,-49.7590,39.5755,-61.2500,-1155.0003,-2012.5008
-1018.4742,-54.3934,43.7830,-105.0000,-805.0003,-1522.5004
-1017.0106,-55.7350,47.3198,-61.2500,358.7501,-630.0003
-1020.9743,-49.4541,40.1243,-122.5000,1076.2503,-61.2500
-1018.5961,-53.8446,44.8197,-78.7500,-831.2503,-1732.5006
-1017.6813,-51.6494,44.8807,-87.5000,-411.2502,-1207.5003
-1019.0230,-51.7103,43.0513,-122.5000,770.0003,-358.7501
-1017.8643,-50.6737,43.2342,-113.7500,-612.5003,-1435.0004
-1019.7547,-54.3934,45.9173,-70.0000,-533.7502,-1636.2504
-1019.5107,-51.1005,44.4538,-96.2500,-323.7501,-1496.2504
-1017.1326,-55.4301,46.7100,-61.2500,-455.0002,-1085.0003
-1018.7789,-51.8933,44.2709,-96.2500,1198.7503,-43.7500
-1019.2058,-51.7103,42.9293,-52.5000,-201.2501,-1032.5004
-1020.5474,-51.5884,43.0513,-78.7500,-1356.2504,-2397.5007
-1015.8521,-55.3081,49.1492,-70.0000,175.0001,-498.7502
-1021.7060,-49.0882,41.1609,-140.0001,2082.5007,735.0003
-1019.5717,-51.1005,42.8684,-96.2500,-1338.7504,-2345.0009
-1014.6324,-56.9545,49.8200,-87.5000,-2213.7507,-2975.0012
-1015.7911,-58.8449,50.3078,-140.0001,26.2500,-980.0004
-1018.0473,-52.6250,45.3685,-113.7500,1715.0006,647.5003
-1021.9499,-49.1492,41.0390,-113.7500,-428.7502,-1233.7504
-1018.5350,-54.0275,45.3685,-78.7500,-148.7501,-1155.0003
-1019.9376,-51.1615,42.1366,-122.5000,-1085.0003,-2353.7509
-1013.9006,-59.1498,52.5640,-131.2500,166.2501,-682.5003
-1020.7304,-49.2712,42.0756,-131.2500,831.2503,-420.0002
-1016.4008,-57.1985,51.5274,-70.0000,-1050.0003,-1933.7508
-1015.7911,-55.6130,49.7590,-87.5000,122.5000,-805.0003
-1019.1448,-53.4177,43.9660,-131.2500,525.0002,-140.0001
-1019.3888,-51.5274,42.8684,-148.7501,-586.2503,-1715.0006
-1016.2180,-57.5034,49.2712,-70.0000,-1163.7504,-2047.5006
-1014.0227,-56.8936,52.9299,-70.0000,1338.7504,953.7504
-1021.8279,-43.4172,32.6239,-131.2500,761.2503,-393.7502
-1020.6083,-54.2715,46.3442,-43.7500,-3727.5012,-4410.0014
-1017.4375,-57.3814,52.1982,-131.2500,428.7502,-560.0003
-1019.7547,-54.0275,43.2952,-131.2500,2240.0009,1496.2504
-1019.5107,-49.0272,38.9047,-87.5000,778.7503,-630.0003
-1016.6447,-55.4301,48.2345,-43.7500,-1872.5007,-2791.2512
-1016.8277,-54.5764,47.1369,-87.5000,-17.5000,-682.5003
-1017.6205,-54.4544,44.1489,-87.5000,1802.5006,682.5003
-1016.7058,-50.6127,43.4172,-105.0000,-700.0003,-1820.0006
-1017.1326,-51.6494,43.6611,-70.0000,-875.0003,-1645.0006
-1018.5961,-55.9789,46.3442,-78.7500,148.7501,-927.5003
-1019.5717,-51.0396,41.5268,-140.0001,1400.0004,175.0001
-1019.0839,-53.7226,42.6244,-131.2500,-1373.7504,-2047.5006
-1017.1326,-55.6740,47.6857,-78.7500,-647.5003,-1671.2507
-1017.4375,-52.7470,44.6368,-122.5000,516.2503,-630.0003
-1019.5717,-52.9299,41.8927,-96.2500,-446.2502,-1688.7506
-1014.4495,-55.2471,48.7224,-113.7500,-8.7500,-577.5002
-1020.6694,-50.7347,43.5391,-131.2500,1487.5006,96.2500
-1019.9985,-50.2468,40.3072,-78.7500,-323.7501,-1382.5004
-1019.3278,-53.6007,43.9050,-96.2500,-2003.7507,-2590.0009
-1014.9373,-58.1741,50.2468,-105.0000,-385.0001,-1452.5004
-1018.5350,-51.6494,42.9293,-87.5000,1041.2503,-61.2500
-1018.5961,-56.0399,44.9416,-96.2500,-481.2502,-1286.2504
-1021.4621,-48.7224,41.8317,-113.7500,-17.5000,-1295.0004
-1017.0716,-57.1985,47.8077,-96.2500,-1321.2504,-1881.2508
-1019.1448,-52.7470,45.5514,-122.5000,1443.7506,43.7500
-1018.4742,-50.6127,42.3195,-113.7500,1242.5004,61.2500
-1020.1816,-48.2345,40.5511,-70.0000,-210.0001,-1050.0003
-1017.8643,-52.8080,43.6611,-96.2500,-1636.2504,-2625.0007
-1016.7667,-55.5520,48.9663,-70.0000,148.7501,-560.0003
-1022.4378,-47.1979,37.1973,-166.2501,4033.7514,1907.5007
-1022.4988,-49.3321,39.2706,-52.5000,-2765.0009,-3412.5012
-1018.5961,-57.0155,48.2955,-131.2500,-1653.7506,-2450.0009
-1016.7058,-53.6007,46.1612,-61.2500,586.2503,-376.2501
-1018.1082,-53.4787,44.0270,-122.5000,1373.7504,166.2501
-1020.9743,-49.2102,38.7218,-78.7500,227.5001,-936.2504
-1017.4375,-52.6860,45.3075,-96.2500,-463.7502,-1653.7506
-1017.9253,-49.7590,45.0026,-96.2500,-1015.0003,-1653.7506
-1016.7058,-55.2471,48.9663,-96.2500,-743.7503,-1443.7506
-1017.0716,-56.8936,49.3321,-131.2500,1540.0004,280.0001
-1020.3036,-47.1369,38.3559,-105.0000,341.2501,-673.7503
-1018.2302,-51.4054,46.1003,-113.7500,-2196.2509,-3211.2512
-1014.8764,-57.6863,50.0029,-113.7500,-1426.2504,-2292.5009
-1017.6205,-56.8326,47.8687,-113.7500,1093.7503,148.7501
-1018.1693,-53.2348,44.8197,-70.0000,787.5003,-393.7502
-1019.3888,-51.0396,43.6001,-122.5000,201.2501,-988.7504
-1019.8157,-53.7226,45.2465,-113.7500,-2213.7507,-2712.5009
-1015.3642,-59.3327,47.8687,-122.5000,656.2502,-411.2502
-1020.0596,-50.9176,44.2099,-105.0000,1470.0004,262.5001
-1017.6813,-53.4787,46.7710,-87.5000,-560.0003,-1478.7504
-1017.0106,-56.5277,47.6247,-113.7500,-840.0003,-1916.2506
-1014.6324,-58.9059,50.9176,-78.7500,140.0001,-840.0003
-1020.9133,-53.6007,42.0146,-157.5001,2100.0007,743.7503
-1020.6694,-50.0029,40.9170,-78.7500,-910.0003,-1750.0006
-1016.4617,-55.1862,47.9906,-70.0000,-1811.2507,-2537.5009
-1015.3032,-58.0522,49.3321,-140.0001,192.5001,-927.5003
-1018.6571,-53.9056,47.1979,-78.7500,385.0001,-700.0003
-1018.5350,-56.2228,45.5514,-70.0000,691.2503,-131.2500
-1018.5961,-50.9176,42.4415,-87.5000,341.2501,-700.0003
-1018.5350,-55.8569,45.7954,-105.0000,61.2500,-1023.7503
-1017.9863,-50.7347,43.4172,-105.0000,-210.0001,-1050.0003
-1017.8643,-55.2471,48.0516,-113.7500,-78.7500,-980.0004
-1018.9619,-51.6494,42.6244,-113.7500,-271.2501,-1321.2504
-1019.4498,-55.1252,47.4418,-35.0000,-1583.7504,-2388.7509
-1016.4617,-57.5643,49.0272,-87.5000,367.5001,-743.7503
-1019.2058,-52.0152,43.8440,-96.2500,883.7503,-87.5000
-1020.0596,-51.2835,42.6244,-70.0000,-691.2503,-1513.7506
-1018.7789,-53.6617,46.3442,-105.0000,-665.0003,-1688.7506
-1018.0473,-57.0155,48.8443,-105.0000,-210.0001,-1155.0003
-1019.3888,-51.4054,44.0270,-105.0000,1093.7503,35.0000
-1017.0106,-54.1495,47.6857,-43.7500,-1181.2503,-2030.0006
-1019.0230,-51.5274,44.6368,-105.0000,-78.7500,-831.2503
-1017.4985,-57.4424,47.9906,-87.5000,-892.5004,-1925.0007
-1017.7424,-54.5764,47.5028,-96.2500,183.7501,-892.5004
-1016.7058,-54.1495,47.3198,-131.2500,-262.5001,-1111.2503
-1019.3278,-53.6617,48.2955,-70.0000,-131.2500,-1032.5004
-1018.4132,-55.1862,47.4418,-113.7500,-113.7500,-1111.2503
-1018.8400,-54.3324,46.6491,-140.0001,271.2501,-568.7503
-1017.6813,-54.2715,45.9783,-122.5000,-8.7500,-962.5004
-1018.9619,-53.6007,45.3685,-96.2500,-411.2502,-1443.7506
-1017.7424,-55.7959,45.4295,-43.7500,-280.0001,-1225.0004
-1017.1326,-55.6740,47.3808,-140.0001,87.5000,-980.0004
-1018.4742,-53.7836,47.1369,-61.2500,192.5001,-551.2502
-1020.9743,-52.5031,45.5514,-113.7500,-297.5001,-1373.7504
-1016.7667,-57.8082,50.5517,-105.0000,0.0000,-901.2503
-1020.7913,-52.0152,43.1123,-122.5000,507.5002,-630.0003
-1016.0958,-56.8936,49.3931,-61.2500,-673.7503,-1601.2506
-1017.6205,-54.5764,46.8930,-87.5000,-271.2501,-1181.2503
-1016.9496,-55.6740,47.9906,-105.0000,-402.5001,-1321.2504
-1019.2669,-54.8813,45.1856,-61.2500,-586.2503,-1671.2507
-1018.3521,-56.5277,48.4784,-113.7500,560.0003,-595.0003
-1018.2911,-53.8446,48.0516,-87.5000,253.7501,-516.2503
-1019.0839,-56.0399,48.1126,-96.2500,306.2501,-708.7503
-1021.0963,-52.3201,43.1123,-122.5000,280.0001,-717.5003
-1017.3765,-54.3324,47.4418,-105.0000,-1583.7504,-2292.5009
-1018.2911,-56.4667,47.6247,-105.0000,70.0000,-778.7503
-1019.0839,-53.9666,45.2465,-96.2500,691.2503,-376.2501
-1017.7424,-53.4787,45.6734,-96.2500,8.7500,-875.0003
-1020.1816,-53.6007,44.6368,-78.7500,-848.7503,-1767.5006
-1017.6205,-55.3691,48.3565,-87.5000,-78.7500,-1216.2504
-1017.0716,-54.0275,47.8077,-70.0000,35.0000,-840.0003
-1017.1326,-53.9666,46.3442,-122.5000,332.5001,-691.2503
-1020.4865,-52.6860,45.4905,-52.5000,-638.7503,-1496.2504
-1017.8033,-56.0399,47.8687,-87.5000,507.5002,-577.5002
-1020.6694,-50.3078,42.8684,-113.7500,-323.7501,-1408.7504
-1017.6205,-59.2108,52.2591,-122.5000,-1128.7503,-1951.2506
-1019.6937,-52.8689,46.3442,-113.7500,1522.5004,341.2501
-1019.5717,-52.3201,46.3442,-78.7500,-332.5001,-1400.0004
-1017.8643,-54.2715,43.7221,-105.0000,-385.0001,-1277.5004
-1019.3888,-55.5520,46.5271,-148.7501,-516.2503,-1750.0006
-1018.0473,-57.5643,48.1126,-61.2500,-560.0003,-1356.2504
-1016.9496,-55.3691,48.0516,-52.5000,682.5003,-411.2502
-1018.9619,-54.2105,46.3442,-52.5000,-463.7502,-1286.2504
-1019.1448,-55.8569,45.9783,-105.0000,-78.7500,-1172.5004
-1018.1693,-55.3691,46.6491,-113.7500,-700.0003,-1662.5006
-1015.6691,-57.4424,49.2712,-87.5000,218.7501,-857.5003
-1020.1206,-53.6007,45.8563,-105.0000,507.5002,-525.0002
-1017.1936,-55.7959,48.3565,-61.2500,-560.0003,-1566.2506
-1017.1936,-56.8936,50.0029,-96.2500,288.7501,-665.0003
-1019.6327,-53.7836,44.2709,-113.7500,271.2501,-735.0003
-1016.8277,-57.1375,49.3931,-96.2500,-306.2501,-1198.7503
-1019.2669,-53.9666,44.8807,-87.5000,682.5003,-472.5002
-1017.6813,-55.1252,46.8930,-87.5000,-568.7503,-1435.0004
-1019.8157,-52.9909,46.7100,-122.5000,-26.2500,-1041.2503
-1016.2789,-56.4667,48.9663,-87.5000,-78.7500,-953.7504
-1019.0839,-52.0152,44.4538,-140.0001,385.0001,-752.5003
-1017.1936,-54.9422,46.8930,-105.0000,-271.2501,-1330.0004
-1016.9496,-55.1862,47.5028,-17.5000,-140.0001,-1050.0003
-1018.6571,-55.5520,45.3075,-78.7500,-323.7501,-1216.2504
-1019.1448,-53.7226,45.4295,-131.2500,35.0000,-945.0004
-1018.3521,-54.4544,47.0149,-35.0000,-446.2502,-1435.0004
-1017.1936,-54.3324,46.4052,-70.0000,253.7501,-647.5003
-1018.2302,-53.9666,46.3442,-122.5000,306.2501,-822.5003
-1020.6083,-52.8080,45.7344,-87.5000,-761.2503,-1610.0004
-1018.4132,-56.3448,47.1369,-122.5000,-446.2502,-1382.5004
-1019.3278,-54.9422,46.3442,-140.0001,201.2501,-892.5004
-1016.6447,-57.1375,48.9663,-113.7500,-665.0003,-1513.7506
-1018.2911,-54.2105,47.8077,-140.0001,306.2501,-673.7503
-1018.0473,-55.3081,47.6247,-87.5000,-481.2502,-1417.5004
-1019.1448,-54.0275,44.8197,-78.7500,-131.2500,-1190.0004
-1018.3521,-54.3324,47.1369,-96.2500,140.0001,-945.0004
-1017.0106,-56.9545,47.9906,-70.0000,-332.5001,-1216.2504
-1018.8400,-55.6130,46.5271,-105.0000,350.0001,-866.2503
-1018.7180,-55.1862,45.6734,-96.2500,-78.7500,-1111.2503
-1017.8033,-55.7959,46.1003,-122.5000,52.5000,-936.2504
-1017.1936,-53.9666,46.0393,-105.0000,-315.0001,-1277.5004
-1017.4375,-55.1862,47.6247,-105.0000,96.2500,-892.5004
-1020.1816,-52.7470,44.3928,-105.0000,78.7500,-796.2503
-1017.1326,-54.0275,46.2222,-78.7500,-516.2503,-1505.0004
-1017.4985,-56.8936,47.1369,-26.2500,43.7500,-945.0004
